id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1398260187908222977	1398260187908222977	2021-05-28 07:49:41 CDT	2021-05-28	07:49:41	-0500	4828981	joonian	Wong Joon Ian		Just setting up my bitclout 💎🙌   https://t.co/FNVJDPF3nJ	en	[]	['https://bitclout.com/u/joonian?public_key=BC1YLjXhcvdsZcr9jB26iQNoYfmASJCCuASjGXR1Lp7sp9Yw2gzMfpN']	[]	0	0	6	[]	[]	https://twitter.com/joonian/status/1398260187908222977	False		0								[]				
1395039295874863105	1395039046137638914	2021-05-19 10:31:01 CDT	2021-05-19	10:31:01	-0500	1186	chrismessina	Chris Messina		@Jason Just setting up my bitclout	en	[]	[]	[]	2	0	21	[]	[]	https://twitter.com/chrismessina/status/1395039295874863105	False		0								[{'screen_name': 'Jason', 'name': 'jason@calacanis.com', 'id': '3840'}]				
1394873759673118723	1394873759673118723	2021-05-18 23:33:14 CDT	2021-05-18	23:33:14	-0500	1979921	joshelman	Josh Elman		Just setting up my bitclout 💎🙌   https://t.co/gffQ0oSqpy  #bitclout	en	[]	['https://bitclout.com/u/joshelman?public_key=BC1YLhhsNt2rAHVjqR9jorJhxN1YStCiLofm5jYeeDVnhARee3rmA2N']	[]	11	4	48	['bitclout']	[]	https://twitter.com/joshelman/status/1394873759673118723	False		0								[]				
1394789719167225859	1394789719167225859	2021-05-18 17:59:17 CDT	2021-05-18	17:59:17	-0500	1137701	davidsacks	David Sacks		Just setting up my bitclout 💎🙌   https://t.co/TDyreDLppC	en	[]	['https://bitclout.com/u/davidsacks?public_key=BC1YLj313AxbZUCS26rRNq1G69Zru7jTMw8HjEqcuxTGdpX3X6fNT3V']	[]	31	9	175	[]	[]	https://twitter.com/DavidSacks/status/1394789719167225859	False		0								[]				
1394715086237814786	1394715086237814786	2021-05-18 13:02:43 CDT	2021-05-18	13:02:43	-0500	2178012643	balajis	balajis.com		Just setting up my bitclout 💎🙌   https://t.co/GlwgNegKaT	en	[]	['https://bitclout.com/u/balajis?public_key=BC1YLiU9Wpk8c7pVx7GCu8fae6AQhdUrGYcWc1Wz9V56HbCi7RPr887']	[]	106	74	719	[]	[]	https://twitter.com/balajis/status/1394715086237814786	False		0								[]				
1392926206358556672	1392926206358556672	2021-05-13 14:34:21 CDT	2021-05-13	14:34:21	-0500	3320958415	sufiyanmalik_	Sufiyan Malik		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/yCTlNmAQwy  BC1YLfoHcNhdK6VxEKCMp1CZxi7KWtDG9gPS8eyVoG4DZAztNpypYWa	fi	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://bitclout.com/u/sufiyanmalik']	[]	2	0	6	['bitclout']	[]	https://twitter.com/sufiyanmalik_/status/1392926206358556672	False		0								[]				
1389280286148419588	1389280286148419588	2021-05-03 13:06:46 CDT	2021-05-03	13:06:46	-0500	2811769316	motdraw1	Tom Ward		Just setting up my #bitclout Great platform where you invest in your favorite creators!   If you think I've got a good future ahead of me, invest in my coin:)   https://t.co/nt4cVJ9Za7………  BC1YLjJKiVRPEVX9EEbjY8rcFKEZ3LhqhnrHqXTVrcy2CArNRmMynnr  @bitclout_  https://t.co/X2nk8u7Y4j	en	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://bitclout.com/u/tomward?publ']	['https://pbs.twimg.com/media/E0e3DqIUcAQFMJf.jpg']	2	1	6	['bitclout']	[]	https://twitter.com/motdraw1/status/1389280286148419588	False		1	https://pbs.twimg.com/media/E0e3DqIUcAQFMJf.jpg							[]				
1385455980603797509	1385455980603797509	2021-04-22 23:50:20 CDT	2021-04-22	23:50:20	-0500	67463446	nickhogan4real	Nick Hogan		Just setting up my bitclout! 💎👏🏽   https://t.co/QmSyeK03Eg  BC1YLh1iYXAbWbAnPs2eHXX89iieZiCE5P1pczUKvu9YHSWXQtutiwL	fi	[]	['http://bitclout.com/u/nickhogan']	[]	1	2	9	[]	[]	https://twitter.com/nickhogan4real/status/1385455980603797509	False		0								[]				
1384261580951490572	1384261580951490572	2021-04-19 16:44:13 CDT	2021-04-19	16:44:13	-0500	1190051	roelofbotha	Roelof Botha		Just setting up my bitclout 💎🙌   https://t.co/mYfhZoBabx #bitclout	en	[]	['https://bitclout.com/u/roelofbotha?public_key=BC1YLg9nboHrJqXa2xVJ3GAEPfqo3THGwoXGxve1XRXBhFFqJ7gn7A5']	[]	4	3	48	['bitclout']	[]	https://twitter.com/roelofbotha/status/1384261580951490572	False		0								[]				
1383966722915401748	1383966722915401748	2021-04-18 21:12:34 CDT	2021-04-18	21:12:34	-0500	1272537080	z3yan	Zeyan Shafiq		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/xeyRgMIfRe  BC1YLhAfNKVV5ztE1EgEBV9Eh7dmq1vZkn83RSF3W4VDM2nFDAwvs9E	fi	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/zeyan']	[]	2	0	1	['bitclout']	[]	https://twitter.com/z3yan/status/1383966722915401748	False		0								[]				
1383711473101201418	1383711473101201418	2021-04-18 04:18:17 CDT	2021-04-18	04:18:17	-0500	175161093	rebeccagrants	Rebecca Grant		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/nDuyMkTBgq  BC1YLhHmCK3FLppkDTB3BpYzNSaNL31Se4d8Ety8KKMjrxwamVw9cf7  Note: I've set my founder’s reward at 2%. Bitclout already has lots of fake accounts, but only one verified of me.  #RebeccaGrantOfficial	en	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/RebeccaGrantOfficial']	[]	5	4	24	['bitclout', 'rebeccagrantofficial']	[]	https://twitter.com/rebeccagrants/status/1383711473101201418	False		0								[]				
1382758780471967745	1382758780471967745	2021-04-15 13:12:38 CDT	2021-04-15	13:12:38	-0500	156337587	luisanavia	ALΞJANDRO 🍄		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/bDr2okuSIo  BC1YLjP1kDiubB6FCfeyYdqyfPH6r3H5ZYiRcj6YQbFGSgCMDyoKphL	fi	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/Navia_']	[]	0	0	1	['bitclout']	[]	https://twitter.com/LuisANavia/status/1382758780471967745	False		0								[]				
1382387987070210052	1382387987070210052	2021-04-14 12:39:14 CDT	2021-04-14	12:39:14	-0500	294279563	sebasarango	Sebastian Arango		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/i9iVDzzwAn  BC1YLgswTo1pEcK1yxDCaSEg28GXLUGKA93ByMvQ89z69Fzj8KPu84H	in	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/SebasArango']	[]	6	6	90	['bitclout']	[]	https://twitter.com/SebasArango/status/1382387987070210052	False		0								[]				
1382204630990524417	1382204630990524417	2021-04-14 00:30:38 CDT	2021-04-14	00:30:38	-0500	8115852	charlestrippy	Charles Trippy		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/1f1V7AjUbv  BC1YLjBVHYDxzCvLsaTkQji5GUEH513xAYvucUUMTAMXmGR658XaoK5	en	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/CharlesTrippy']	[]	4	3	21	['bitclout']	[]	https://twitter.com/CharlesTrippy/status/1382204630990524417	False		0								[]				
1381767010477092864	1381767010477092864	2021-04-12 19:31:41 CDT	2021-04-12	19:31:41	-0500	969434709448065024	gattuso_music	GATTÜSO		Just setting up my #bitclout Public key: BC1YLi82VEQ7bkZuaC3EHFMz7AF59MVUASF4LoRTsTEgcmCxnCtX8eC	fi	[]	[]	[]	1	1	4	['bitclout']	[]	https://twitter.com/GATTUSO_MUSIC/status/1381767010477092864	False		0								[]				
1381725443028623361	1381725443028623361	2021-04-12 16:46:31 CDT	2021-04-12	16:46:31	-0500	98990456	pixelord	PIXELORD		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/VfBNXfCtjk  BC1YLjNuPVije8sLDZnQaf19mX1wNjN3v8EX1btJ7P4NCVTmnRfj3tu	fi	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/pixelord']	[]	2	0	8	['bitclout']	[]	https://twitter.com/pixelord/status/1381725443028623361	False		0								[]				
1381705613219037187	1381705613219037187	2021-04-12 15:27:43 CDT	2021-04-12	15:27:43	-0500	14722311	shaycarl	shaycarl ⛷		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/x81MnGrE8H  BC1YLjFKS4LvduzsL1D7m2qPNTrjgCg2y4DrX9oSrcQ7MuaM1M5kA6X	et	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/shaycarl']	[]	1	3	28	['bitclout']	[]	https://twitter.com/shaycarl/status/1381705613219037187	False		0								[]				
1381548466279702528	1381548466279702528	2021-04-12 05:03:16 CDT	2021-04-12	05:03:16	-0500	307587736	jakepaulson	Jake Paulson		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/t2P2byWi19  BC1YLjEdxpHu9YvKDR1BYMVcwMg6kM7w9DRzbir7pGUDzSUwJNCYexD	fi	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/JakePaulson']	[]	2	0	3	['bitclout']	[]	https://twitter.com/JakePaulson/status/1381548466279702528	False		0								[]				
1381445058658983937	1381445058658983937	2021-04-11 22:12:22 CDT	2021-04-11	22:12:22	-0500	727916271543660545	derrickmtv	Derrick Kosinski		Just setting up my BitClout at:   https://t.co/SpfHEFkHU0! @CryptoJames1 is the Best Human! - Show me some love over there!  #BitClout 🤘	en	[{'screen_name': 'cryptojames1', 'name': 'cryptojames', 'id': '1060281175674159112'}]	['http://bitclout.com/u/DerrickMTV']	[]	3	3	10	['bitclout']	[]	https://twitter.com/DerrickMTV/status/1381445058658983937	False		0								[]				
1380914553978908675	1380914553978908675	2021-04-10 11:04:20 CDT	2021-04-10	11:04:20	-0500	19578049	chad_dexter	Chad Dexter		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/vKdlyvBmlt  BC1YLj9zLp7Z13jmqvAWCZD8NBjPTnQWRhd6k7Y2vMbwn5CkXV7afLM	fi	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/Chad_Dexter']	[]	0	1	7	['bitclout']	[]	https://twitter.com/chad_dexter/status/1380914553978908675	False		0								[]				
1380729041473335298	1380729041473335298	2021-04-09 22:47:10 CDT	2021-04-09	22:47:10	-0500	358545917	cernovich	Cernovich		Just setting up my bitclout 💎🙌   https://t.co/yYFLNTWtC3	en	[]	['https://bitclout.com/u/cernovich?public_key=BC1YLj1rkhMh2jkwPk3bQ3it43fgJtZK7X3rUPNim22Po8euihYqu9G']	[]	8	8	77	[]	[]	https://twitter.com/Cernovich/status/1380729041473335298	False		0								[]				
1380694188153397250	1380694188153397250	2021-04-09 20:28:41 CDT	2021-04-09	20:28:41	-0500	15658327	kinseyschofield	KINSEY SCHOFIELD		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/dmxZKvIxbn  BC1YLhmxwBwo75AgQFbgyKBaA4m7MvnxrLoi5Q9jkqwZHqMUNsp1ez7	et	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/kinseyschofield']	[]	4	0	9	['bitclout']	[]	https://twitter.com/kinseyschofield/status/1380694188153397250	False		0								[]				
1380675557063548932	1380675557063548932	2021-04-09 19:14:39 CDT	2021-04-09	19:14:39	-0500	63514682	david_leavitt	David Leavitt		Just setting up my bitclout 💎🙌   https://t.co/Xzrm3lp9Gl	en	[]	['https://bitclout.com/u/david_leavitt?public_key=BC1YLjYwmM3JJKmX6L7bm1YAYTVfMxxNJz6gpbERwLbqgb4v9E3yQVZ']	[]	4	3	24	[]	[]	https://twitter.com/David_Leavitt/status/1380675557063548932	False		0								[]				
1380575820092207109	1380575820092207109	2021-04-09 12:38:20 CDT	2021-04-09	12:38:20	-0500	35621268	missaktweet	Missak		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/f7rTBik3al  BC1YLg3cXy5KG9Xt6egS8bqQbs4banDsTSwG4AwNYXBf1oAiRnnt1Yi	en	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/missak']	[]	1	1	4	['bitclout']	[]	https://twitter.com/MissakTweet/status/1380575820092207109	False		0								[]				
1380549639733059585	1380549639733059585	2021-04-09 10:54:18 CDT	2021-04-09	10:54:18	-0500	2853461537	scottadamssays	Scott Adams		Just setting up my bitclout 💎🙌   https://t.co/cdhNIGbwEY	en	[]	['https://bitclout.com/u/scottadamssays?public_key=BC1YLjUE8X5riacXeEF3df5tk5S4hrxDn5jrz6Evz5VnWgASgggD6us']	[]	24	16	121	[]	[]	https://twitter.com/ScottAdamsSays/status/1380549639733059585	False		0								[]				
1380413363554021376	1380413363554021376	2021-04-09 01:52:47 CDT	2021-04-09	01:52:47	-0500	125083073	bitfalls	Bruno Skvorc		Just setting up my bitclout 💎🙌   https://t.co/KdwJapXW9n	en	[]	['https://bitclout.com/u/bitfalls?public_key=BC1YLiKiZMkxaFEg47s6R6AJc5Mmyuyt1vQshMGurYubecvtHHZjkpM']	[]	0	0	1	[]	[]	https://twitter.com/bitfalls/status/1380413363554021376	False		0								[]				
1380212524801478657	1380212524801478657	2021-04-08 12:34:43 CDT	2021-04-08	12:34:43	-0500	1577241403	levelsio	؜		Just setting up my bitclout 💎🙌   https://t.co/arHIRLBxh3	en	[]	['https://bitclout.com/u/levelsio?public_key=BC1YLgGvTsbs3Gxbvr6tcQGDDD4sEvdx14wtbBeURXfQxi7nTbREj2q']	[]	16	2	64	[]	[]	https://twitter.com/levelsio/status/1380212524801478657	False		0								[]				
1380205689176383488	1380205689176383488	2021-04-08 12:07:33 CDT	2021-04-08	12:07:33	-0500	271964834	calvynjustus	Calvyn Justus		Just setting up my #bitclout 💎🙌    https://t.co/1eZRLYzMXc  BC1YLhBwDBwvmAHRxowKEJPJFYaovNAjBp9UNJEJceZeTvHAsnhAL43	cs	[]	['https://bitclout.com/u/calvynjustus?public_key=BC1YLhBwDBwvmAHRxowKEJPJFYaovNAjBp9UNJEJceZeTvHAsnhAL43']	[]	2	0	2	['bitclout']	[]	https://twitter.com/CalvynJustus/status/1380205689176383488	False		0								[]				
1380203283935944709	1380203283935944709	2021-04-08 11:58:00 CDT	2021-04-08	11:58:00	-0500	2325706010	onemorepeter	Peter Smith		Just setting up my bitclout 💎🙌   https://t.co/9MqasvCRhZ	en	[]	['https://bitclout.com/u/onemorepeter?public_key=BC1YLgyEmAKX7996gKQHc437vKMDAPr7w9NuCRfr82zkQmyLUzLLG7p']	[]	6	1	19	[]	[]	https://twitter.com/OneMorePeter/status/1380203283935944709	False		0								[]				
1379838095252615168	1379838095252615168	2021-04-07 11:46:52 CDT	2021-04-07	11:46:52	-0500	15951407	gregreid	Dr. Greg Reid		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/zc0uDVMQtB  BC1YLgNFFXcJ2BwrZmPCMfxLVThguDAFJcMWz4htzWC4NrHuJ8ah6LS	fi	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/gregreid']	[]	0	0	2	['bitclout']	[]	https://twitter.com/GregReid/status/1379838095252615168	False		0								[]				
1379829891466661890	1379829891466661890	2021-04-07 11:14:16 CDT	2021-04-07	11:14:16	-0500	112703470	shivmalik	Shiv Malik		Just setting up my bitclout 💎🙌   https://t.co/LKfEr1GO1H	en	[]	['https://bitclout.com/u/shivmalik?public_key=BC1YLhsWX5AtervT7gpQU4fFFRGtgK19p2GPT95rrWHzpaa9yiT37aa']	[]	2	0	8	[]	[]	https://twitter.com/shivmalik/status/1379829891466661890	False		0								[]				
1379821987070156800	1379821987070156800	2021-04-07 10:42:52 CDT	2021-04-07	10:42:52	-0500	92020072	ryanbabel	Ryan Babel		Just setting up my bitclout ☂️ @bitclout_   https://t.co/YgdHC9BfYC  #Bitclout	en	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['https://bitclout.com/u/ryanbabel?public_key=BC1YLixo7gyrxQ5WA4FsmPBayR6vQ4i66V7Tjo6SZehJgvKRsijVfm4']	[]	15	13	139	['bitclout']	[]	https://twitter.com/Ryanbabel/status/1379821987070156800	False		0								[]				
1379703021983178754	1379703021983178754	2021-04-07 02:50:08 CDT	2021-04-07	02:50:08	-0500	19651231	sytaylor	Simon Taylor		Just setting up my bitclout 💎🙌   https://t.co/30hrDB79D9	en	[]	['https://bitclout.com/u/sytaylor?public_key=BC1YLhfEheB73AfFMW36S1uTAjKcd3AAqcm7e6nh512EjRFipTFee5E']	[]	6	1	8	[]	[]	https://twitter.com/sytaylor/status/1379703021983178754	False		0								[]				
1379513316750487552	1379513316750487552	2021-04-06 14:16:19 CDT	2021-04-06	14:16:19	-0500	22160505	missbeaudunn	Beau Dunn		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/vfzYGPOsgH  BC1YLhcjS8g8bV7QFxrccehP3i1FRCN5QUSqWGcSbf95SWZtss5aw43	fi	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/BeauDunnart']	[]	0	1	4	['bitclout']	[]	https://twitter.com/MissBeauDunn/status/1379513316750487552	False		0								[]				
1379422957961949188	1379422957961949188	2021-04-06 08:17:16 CDT	2021-04-06	08:17:16	-0500	602324925	davidzhorvath	DAVID HORVATH		Just setting up my #bitclout 💎🙌 @bitclout_   https://t.co/BYUv75ESdr  BC1YLhrj35Eo7cBkdU9vz3XqLS5bxFnMHZrSjfzzgPEpG6a5YeMZGou	und	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/DavidHorvath']	[]	0	0	4	['bitclout']	[]	https://twitter.com/davidzhorvath/status/1379422957961949188	False		0								[]				
1379398978291253249	1379398978291253249	2021-04-06 06:41:59 CDT	2021-04-06	06:41:59	-0500	969434709448065024	gattuso_music	GATTÜSO		Just setting up my #bitclout Public key: BC1YLi82VEQ7bkZuaC3EHFMz7AF59MVUASF4LoRTsTEgcmCxnCtX8eC	fi	[]	[]	[]	2	0	3	['bitclout']	[]	https://twitter.com/GATTUSO_MUSIC/status/1379398978291253249	False		0								[]				
1379219893166477314	1379219893166477314	2021-04-05 18:50:21 CDT	2021-04-05	18:50:21	-0500	22811432	boysnoize	Boys Noize		Just setting up my @bitclout_   https://t.co/oDrcGVYJWI   BC1YLgPP5x5KM2xvSzp8Nisbzx3JbQQ7rXRKDGK361ed3frYTVMQsTd  #bitclout	en	[{'screen_name': 'bitclout_', 'name': 'bitclout ($clout)', 'id': '1372293795442663425'}]	['http://BitClout.com/u/boysnoize']	[]	1	1	16	['bitclout']	[]	https://twitter.com/boysnoize/status/1379219893166477314	False		0								[]				
1379142188773208064	1379142188773208064	2021-04-05 13:41:35 CDT	2021-04-05	13:41:35	-0500	403179950	kalaniballfree	KalaniBallFree		Just setting up my bitclout 💎🙌 #bitclout    https://t.co/5j7nORUI1G	en	[]	['https://bitclout.com/u/kalaniballfree?public_key=BC1YLgKb7MxDMsyyP427wMWydhuvY2B714wfrLiUJ42Caub1ZbySSCw']	[]	2	4	19	['bitclout']	[]	https://twitter.com/KalaniBallFree/status/1379142188773208064	False		0								[]				
1378935084946874370	1378935084946874370	2021-04-04 23:58:38 CDT	2021-04-04	23:58:38	-0500	567059880	hackapreneur	Justin 🌖クサマ		Just setting up my bitclout 💎🙌   https://t.co/IgZAWbVEhz	en	[]	['https://bitclout.com/u/hackapreneur?public_key=BC1YLiC3rDRNRCR4w6H8eV295hbxB25zWhktQTEFjBPSn1dB8aZGpxL']	[]	11	1	31	[]	[]	https://twitter.com/hackapreneur/status/1378935084946874370	False		0								[]				
1378931664018022404	1378931664018022404	2021-04-04 23:45:02 CDT	2021-04-04	23:45:02	-0500	2529971	cdixon	Chris Dixon		Just setting up my bitclout 💎🙌   https://t.co/P3pEIxjO85	en	[]	['https://bitclout.com/u/cdixon?public_key=BC1YLgzPiR79v8KjQpXsHhGnXoJhLxiRcyZbfvfFenvZ71BdVynwyhn']	[]	0	4	110	[]	[]	https://twitter.com/cdixon/status/1378931664018022404	False		0								[]				
1378894423870738432	1378894423870738432	2021-04-04 21:17:03 CDT	2021-04-04	21:17:03	-0500	6635012	to	trevor.btc		Just setting up my bitclout 💎🙌   https://t.co/a9x8CvnxKZ   BC1YLh7cCVFeMu3sb6AsjDQqkWKUGKHAi9VqvUE8YTCV2CfrywjqffS  #bitclout	in	[]	['https://bitclout.com/u/to?public_key=BC1YLh7cCVFeMu3sb6AsjDQqkWKUGKHAi9VqvUE8YTCV2CfrywjqffS']	[]	0	2	3	['bitclout']	[]	https://twitter.com/TO/status/1378894423870738432	False		0								[]				
1378174746181820417	1378174746181820417	2021-04-02 21:37:19 CDT	2021-04-02	21:37:19	-0500	432823715	javilq	Javi Luna		Just setting up my bitclout 💎   https://t.co/ZYpY4FNYs2  #bitclout	en	[]	['https://bitclout.com/u/JaviLQ?public_key=BC1YLfzWDXknNXCJkK8RRU7anjdqYM2CAwrtJuijxgzR7TLvm7LqA9a']	[]	2	2	20	['bitclout']	[]	https://twitter.com/JaviLQ/status/1378174746181820417	False		0								[]				
1378062003193909256	1378062003193909256	2021-04-02 14:09:19 CDT	2021-04-02	14:09:19	-0500	14788764	grantcardone	Grant Cardone		Just setting up my bitclout 💎🙌   https://t.co/PuqS2m0FRf   BC1YLgrFkCHqqd7XNoZGd1J5LJHRjwxBF5x2mGwGiFyTBovAiJEra5W  #bitclout	en	[]	['https://bitclout.com/u/grantcardone?public_key=BC1YLgrFkCHqqd7XNoZGd1J5LJHRjwxBF5x2mGwGiFyTBovAiJEra5W']	[]	9	7	38	['bitclout']	[]	https://twitter.com/GrantCardone/status/1378062003193909256	False		0								[]				
